BuildingNumber,StreetAddress,Landmark,Locality,City,State,PostalCode,Country
103,SECTOR-2,,SECTOR-2,FARIDABAD,HR,121102,India
4,,,BLOCK-C BUILDING NO.,DELHI,,110057,India
B-983,,,MAHANAGAR,LUCKNOW,UP,226006,India
,,,,KODERMA,,825410,India
,STREET,,,TIRUCHIRAPPALLI,,621010,India
R-27,,,,DELHI,DL,110048,India
,,,,TIRUPUR,,641652,India
8,ROAD,,MUKTANAND NAGAR,JAIPUR,,302018,India
,"ROAD, STATION ROAD",,,MAINPURI,,205001,India
,,,AADYA PRASAD NAGAR,SIDDHARTHNAGAR,,272208,India
,SECTOR 15,,SECTOR 15,THANE,,400614,India
21,ROAD DISA MUKHYA DAK GHAR BANASKANTHA,,,DISA,,385535,India
T-15,ROAD HORNIMAN CIRCLE PARK,,,MUMBAI,MH,400001,India
37,SECTOR-5,,SECTOR-5,NEW DELHI,DL,110039,India
19,STREET NO.,,,RAJKOT,GJ,360022,India
F-401,,,MIA PHASE,JODHPUR,RJ,342006,India
103,,,,HYDERABAD,TS,500033,India
,,,MAHUVA BHAVNAGAR,BHAVNAGAR,GJ,364295,India
,,,,SADAR DEORIA IN-UP IN 274806,UP,274806,India
,,,,GORAKHPUR,UP,273401,India
,ROAD,SHUKAN MALL,,AHMEDABAD,GJ,380060,India
,ROAD,,,SURAT,GJ,395006,India
511,,,,BURHANPUR,MP,450331,India
,,,,KARGIL,LA,194301,India
4-4-72/B1,,,,GUNTUR,,522006,India
33,,,,BANGALORE,KA,560091,India
,,,,BICHOLIM,GA,403504,India
383,,,BLOCK NO VILLAGE LUNATALUKA PADRA BARODA IN-GJ IN 391440,A PADRA BARODA IN-GJ IN 391440,GJ,391440,India
1299,SECTOR 15 B CHANDIGARH IN 160015,,SECTOR 15 B CHANDIGARH IN 160015,CHANDIGARH,,160015,India
,SECTOR 11 MVP COLONY ANDHRA PRADESH VISAKHAPATNAM IN 530017,,SECTOR 11 MVP COLONY,VISAKHAPATNAM,,530017,India
P-812,ROAD,,,SURAT,,395004,India
402,,,CHANDRAMOULI NAGAR,GUNTUR,AP,522007,India
1,"ROAD, ST FLOOR M. G. R. MAIN ROAD",,,CHENNAI,TN,600096,India
,,,,ERNAKULAM,KL,686692,India
170-1A,,SEZ BACKSIDE,,NELLORE,,524240,India
,,,KAMARAJ NAGAR,VIRUDHUNAGAR,TN,626188,India
6,ROAD NO.,,,NEW DELHI,DL,110037,India
,ST PATEL,,22/128 WEST PATEL NAGAR,DELHI,,110008,India
,"ROAD AMMACHATRAM POST, ST",,,TAMIL NADU THANJAVUR IN 612103,,612103,India
1822,"ROAD, ST",,ANNA NAGAR,CHENNAI,TN,600040,India
198,,,BLOCK. NO.,HYDERABAD,TS,501510,India
1,,,ASHOKA MARG KALPATARU NAGAR,NASHIK,MH,422006,India
4,ROAD,,,AHMEDABAD,,380054,India
4-5,SECTOR- 15 IMT BAWAL REWARI IN 123501,,PLOT NO.  PHASE,REWARI,,123501,India
72/4,,,,DELHI,,110052,India
,CROSS,,,BENGALURU,,560027,India
,"STREET, ST FLOOR",TO JAIN DIGAMBAR DHARMSA LA,,BANGALORE,,560053,India
C-1562,,SPANISH COURT GURUGRAM IN 122001,BLOCK -C NEAR SPANISH COURT GURUGRAM IN 122001,GURUGRAM,,122001,India
,ROAD,,,NEW DELHI,,110005,India
17,,,,DELHI,,110005,India
7-45,,,,NIZAMABAD,,503223,India
,,,,MUMBAI,,400001,India
2,,,INDRA NAGAR EXTENSION,POLLACHI,,642002,India
10/2,,,NAMMALVAR NAGAR,KORATTUR,,600076,India
,"ROAD, STATION ROAD",,,KHARAGAPUR,,721301,India
302,RD FLOOR,,,RANCHI,,834001,India
167/7A1A,ROAD KARAPAKAM,,,KANCHIPURAM,,600097,India
2,,,,HYDERABAD IN 500089,,500089,India
203,,,,AMRAVATI,,444806,India
11,,SHRI RAM MELLINIUM SCHOOL FARIDABAD IN 121002,,FARIDABAD,,190146,India
,,POLICE LINE GAUTAM BUDH NAGAR IN 201306,295 ECOTECH -||| NEAR POLICE LINE GAUTAM BUDH NAGAR,GAUTAM BUDH NAGAR,,201306,India
176,ROAD,,,BHARUCH,,394120,India
646,,,,INDORE,,453112,India
,SECTOR 33B CHANDIGARH IN 160033,,SECTOR 33B CHANDIGARH IN 160033,CHANDIGARH,,160033,India
,ROAD,,,GUWAHATI,,781001,India
,,,INDIRA NAGAR,LUCKNOW,UP,226016,India
221,,,,KOLKATA,,700001,India
E-1,STRICT CENTRE,,,CENTRE,DL,110017,India
,"RDEV, ROAD",,655 GURDEV NAGAR,LUDHIANA,,141001,India
,,,,NEW DELHI,,110005,India
C-97,,,,DURGAPUR,,713216,India
,,,,HYDERABAD,,500019,India
,ROAD,JAYSHREE MOTORS NARSANG TEKRI PORBANDAR IN 360577,,PORBANDAR,,360577,India
,,,SOUTH PHASE,AMBATTUR,,600058,India
,ROAD,CHENNAI SILKS VELLORE IN-TN IN 632012,,CHENNAI,TN,632012,India
,,,SUPER PALACE COLONY,INDORE,,452016,India
,ROAD,,OPP. KAMLA VIHAR SPORTS CLUB SAIBABA NAGAR,MUMBAI,MH,400092,India
,,,,PATNA,,800001,India
,,,,CUTTACK,,753001,India
147,SECTOR-44,,SECTOR-44,GURGAON,,122001,India
C-22,SECTOR-67,,GAUTAMBUDH NAGAR,NOIDA,,201301,India
,,,,KOLKATA,,700074,India
,,,,KOZHIKODE,,673020,India
15,"ROAD OFF MYSORE ROAD, ST CROSS GLOBAL VILLAGE, CROSS GLOBAL VILLAGE",,,MYSORE,KA,560059,India
,RD,,,JABALPUR,MP,483501,India
435,,,BLOCK NO.,KHEDA,GJ,387001,India
325,RD FLOOR,,GOMTINAGAR,LUCKNOW,UP,226010,India
G-27,"ST FLOOR /2ND FLOOR, SECTOR -2",,SHANKAR NAGAR,RAIPUR,CG,492007,India
,ROAD,ST ANTONYS CHURCH KANNUR IN-KL IN 670001,,KANNUR,KL,670001,India
,,,SBI NAGAR,PUNE,MH,411008,India
123,,,,CHENNAI,TN,600034,India
,"ST B/H KESHABAUG PARTY PLOT B/H ITC HOTEL, STRAPUR",,,JODHPUR,GJ,380015,India
D-302,,MARUTI PLAZA,,AHMEDABAD,GJ,382345,India
,,,BLOCK-B GREATER KAILASH 1 NEW DELHI IN-DL IN 110048,NEW DELHI,DL,110048,India
,,,,MUMBAI,MH,400080,India
,,,,BELGAUM,KA,591214,India
423,,,,KACHCHH,,370140,India
,"ROAD, STRIAL PARK",,,AHMEDABAD,GJ,382415,India
148,,,,RAICHUR,KA,584124,India
,,,,KRISHNA,AP,521325,India
,,,,JALANDHAR,PB,144005,India
,,,,GHAROUNDA KARNAL IN-HR IN 132114,HR,132114,India
A-82,,,,DELHI,DL,110040,India
,,,,VADODARA,GJ,390018,India
,ROAD,,NEMI SAGAR COLONY,JAIPUR,RJ,302021,India
,ROAD,,,MUMBAI,,400049,India
611/1,ROAD KURULI,SPICER INDIA LTD PUNE IN-MH IN 410501,,PUNE,MH,410501,India
59/1,,,,DWARAPUDI,,533341,India
,,,GOMTINAGAR,LUCKNOW,UP,226010,India
,,,,PONDICHERRY,,605001,India
,,,,DELHI,DL,110026,India
348P,"ROAD, STRIAL AREA FE-10",,PHASE,JAMSHEDPUR,,831013,India
,"ROAD, ROAD P.O, ST BANK",,,AHMEDABAD,GJ,380009,India
,"ROAD, STAURENT",TAVA RESTAURENT,,MUMBAI,,400050,India
,,,,RANCHI,JH,834001,India
,,,,DELHI,,110020,India
T-1,,,VIDYANAGAR,MUMBAI,MH,400098,India
,,,,T AKOLA KANZARA IN-MH IN 444107,MH,444107,India
26/2,ROAD,,,BANGALORE,KA,560061,India
T-307,"RD FLOOR 34 INDRA KUMAR KARNANI STREET, STREET",,,KOLKATA,WB,700001,India
,STRIAL AREA OPP DELHI PUBLIC SCHOOL,,,DELHI,KA,560062,India
P-1,ROAD OPP SAHJANAND HARMONY FLAT,,,AHMEDABAD,GJ,382481,India
191A/2A/1/2,ROAD,,,PUNE,MH,411006,India
33,,,SRIVEN ENCLAVE,HYDERABAD,TS,500055,India
12-2-617/A/5,STREET NUMBER 2,,,HYDERABAD,TS,500028,India
,,,,BELGAUM,KA,591239,India
C-139,,DRY PORT,PHASE,LUDHIANA,PB,141010,India
T-3,,,,KANPUR,UP,208007,India
,ROAD,,,SURAT,GJ,395010,India
123,,,,CHENNAI,TN,600034,India
C-10,,,SE ARJUN NAGAR,GURGAON,HR,122001,India
501,,,,PUNE,MH,411016,India
57/1/2,STRIES,SHREE INDUSTRIES,,PUNE,MH,411041,India
,ROAD,,,MUMBAI,MH,400072,India
,,,,COIMBATORE,TN,641022,India
,ROAD,,MAYUR COLONY,AHMEDABAD,GJ,380009,India
,,,,JODHPUR,RJ,342312,India
,,,,AGRA,UP,282006,India
,,,,HOOGHLY,,712149,India
C-3,"STITUTIONAL AREA KATWARIA SARAI, ST DELHI",,,DELHI,DL,110016,India
,,,,VARANASI,,221409,India
A-26,,,GAUTAM BUDDHA NAGAR,NOIDA,UP,201301,India
311-A,,,,DELHI,DL,110076,India
,,,PV ENCLAVE,AHMEDABAD,GJ,380054,India
,"STREET, SECTOR 2B BIDHANNAGAR DURGAPUR IN-WB IN 713212",,B150 COLUMBIA STREET SECTOR 2B BIDHANNAGAR,DURGAPUR,WB,713212,India
119,,,,HYDERABAD,TS,500081,India
Y-3,,,BLOCK- OPQ(EMERALD),SILIGURI,WB,734001,India
,,,,BURDWAN,,713128,India
13,RD NO.,,,RAIPUR,CG,493225,India
,SECTOR 67 BADSHAHPUR GURGAON IN-HR IN 122101,,SECTOR 67 BADSHAHPUR GURGAON IN-HR IN 122101,GURGAON,HR,122101,India
,,,BLOCK WANAWADI PUNE IN-MH IN 411040,PUNE,MH,411040,India
,ROAD,,,AZADPUR,DL,110033,India
,ROAD,,,DEOGHAR,JH,814112,India
,,DHAN MANDI RAJASTHAN JODHPUR IN 342005,,JODHPUR,,342005,India
G-23,RD,,HI HOUSING BOARD COLONY,GUNA,,473001,India
1,RD NO.,,,RAIGARH,CG,496661,India
,ROAD VANI,,,NASHIK,,422215,India
1606,ROAD,MTNL OFFICE,,"NEAR MTNL OFFICE, ANDHERI (EAST)",MH,400072,India
,"RDANA ROAD, RDANA",,,KARNAL,HR,132039,India
24/46,"RD FLOOR, ROAD ALWARPET",,,CHENNAI,,600018,India
,"ROAD, STOP",,,KARNAL,HR,132117,India
1449/B,,,,THANE,MH,421302,India
10,ST FL GALI NO -  REGHAR PURA,,,NEW DELHI,DL,110005,India
,RDEN NR. ISHWAR BHUVAN,,,AHMEDABAD,GJ,380009,India
,,,MAHAVIR ENCLAVE,DEHRADUN,,248001,India
C-105,"ROAD, STRIAL ESTATE, ST)",,,MUMBAI,MH,400059,India
,ST LADPUR TEHSL HATHRAS DISTT. MAHAMAYA,,VILLAGE POST LADPUR TEHSL HATHRAS DISTT. MAHAMAYA NAGAR,T. MAHAMAYA NAGAR HATHRAS IN-UP IN 204101,UP,204101,India
,"ROAD, ST FLOOR, ST.ANDREWS ROAD, ST, LANE",,,MUMBAI,MH,400054,India
41,,,PLOT NO.  & A U/G/F OM VIHAR PHASE-1A UTTAM NAGAR,NEW DELHI,,110059,India
,,,,MUMBAI,MH,400007,India
S-18,,,,DELHI,DL,110052,India
,,,,MUMBAI,,400001,India
,,,,THRISSUR,KL,680308,India
595,,,,PUNE,MH,412216,India
B-45,SECTOR-9 GAUTAMBUDDHA NAGAR NOIDA IN-UP IN 201301,,SECTOR-9 GAUTAMBUDDHA NAGAR,NOIDA,UP,201301,India
,,,,MUMBAI,MH,400028,India
49,ROAD VINITH GARDEN,,,PANRUTI,TN,607103,India
,,,,ERNAKULAM,KL,683110,India
F-31,,,GAUTAM BUDDHA NAGAR,NOIDA,UP,201310,India
,"ROAD, ST MAIN RING ROAD",,,BANGALORE,KA,560060,India
,STILT FLOOR,,DESHABANDHU NAGAR,BENGALURU,KA,560097,India
,ST FLOORSURYA KIRAN BUILDING,,,DELHI,DL,110001,India
,STREET MACHAVARAM,,,VIJAYAWADA,AP,520004,India
,,,,PATIALA,PB,147001,India
11,,,,DHARWAD,KA,580114,India
B-7,,,,AJMER,RJ,305801,India
7901/A,ROAD,,,BHARUCH,GJ,393002,India
,,,,COIMBATORE,TN,641043,India
S-3,,,,JAIPUR,RJ,302015,India
,,,,COIMBATORE,TN,641043,India
,ROAD,,,COIMBATORE,TN,678001,India
A-1101,"RDENS, ROAD",,,MUMBAI,MH,400067,India
,,,VINOBA NAGAR,TIRUPPUR,TN,638630,India
945,,,H.NO- SHIRUR PUNE-NAGAR,PUNE,MH,412210,India
11,,,,VAGRA,GJ,393130,India
,,,,NEW DELHI,DL,110070,India
,,,PHONE EXCHANGE,HYDERABAD,TS,500076,India
354/2,,,,COIMBATORE,TN,641603,India
F-1102,,,GAUTAM BUDDHA NAGAR,NOIDA,UP,201304,India
E-15,STRI,,SHASTRI NAGAR JODHPUR SHASTRI NAGAR,JODHPUR,RJ,342003,India
202,ROAD,MASJID RUPAHAR,,RAIGANJ,,733123,India
,,,,RAJKOT,GJ,360021,India
191,ROAD,,,PUNE,MH,412205,India
,,,,MUMBAI,,400001,India
,,,,DELHI,DL,110016,India
7,ST FLOOR GALI NO.-,,,DELHI,,110092,India
,,,TAJ COLONY,GAYA,BR,823001,India
,,,,KOCHI,KL,682024,India
,ROAD,,,SULTANPUR,UP,227408,India
1540/1410,"ROAD, STI",,,PUNE,MH,411062,India
,,,MUNCIPAL COLONY,JAIPUR,RJ,302003,India
84,,,,SINDHUDURG,MH,416510,India
,ST FLOOR,,,MUMBAI,MH,400011,India
107,"RD NO, ST BENGAL",,,KOLKATA,WB,700107,India
A-39,"ROAD, STHAN",,PREM COLONY,JAIPUR,RJ,302011,India
20,"ROAD 1ST FLOOR, ST FLOOR",,,KOLKATA,WB,700001,India
114,,,VIJAY NAGAR,INDORE,MP,452010,India
,,,ARYA NAGAR,SITAPUR,UP,261001,India
68/A,"RD & 4TH FLOOR, CROSS",,JAYANAGAR,BANGALORE,KA,560082,India
,ROAD,,,AHMEDABAD,GJ,380054,India
,,,PHASE,LUDHIANA,PB,141001,India
121F,STRIAL ESTATE,,,BANGALORE,KA,560099,India
47,STREET,,,KOLKATA,WB,700001,India
,,,,MUMBAI,,400001,India
B-36,SECTOR-III KOLKATA IN-WB IN 700106,,SECTOR-III KOLKATA IN-WB IN 700106,KOLKATA,WB,700106,India
,,,,NAMAKKAL,,637402,India
,,,,MUMBAI,,400001,India
,,,,MUMBAI,,400001,India
8,,,,BIRPUR,,388255,India
,ROAD,,,GUNTUR,,522003,India
,,,,MUMBAI,MH,400066,India
,,,,MATHURA,UP,281121,India
,ROAD,,,MUMBAI,MH,400093,India
,,,GAUTAM BUDDHA NAGAR,BISHRAKH,UP,201306,India
31/2,ROAD,,,ERODE,TN,638107,India
,RDEN NR. SIMANDHAR JAIN TEMPLE,,,AHMEDABAD,GJ,380015,India
,,GURUKUL SCHOOL,,BALLARI,KA,583101,India
9,,AKSHAT BUNGALOWS ISBAVI,,SOLAPUR,MH,413304,India
,,,,DELHI,DL,110074,India
,,,,BASUDHA,WB,713148,India
,ROAD,,,ERODE,TN,638156,India
266/B,ROAD,,BLOCK NO.,SURAT,GJ,394107,India
191,STAURANT,MILAN RESTAURANT,ZONE 1 MP NAGAR,BHOPAL,MP,462011,India
,ROAD,,,DAVANGERE,KA,577003,India
,,,THIRUVALLVAR NAGAR,ERODE,TN,638153,India
77/4,,,,MUMBAI,MH,400010,India
24/813/2,,,PANCHASHEELA COLONY RANGA REDDY NAGAR,HYDERABAD,TS,500037,India
,RD 4TH MAIN,,M.S RAMAIAH ENCLAVE,BENGALURU,KA,560073,India
E-2,,CHOWK NEW DELHI IN-DL IN 110020,PHAS,NEW DELHI,DL,110020,India
,,,,JALANDHAR,PB,144003,India
,STREET,,,DELHI,DL,110005,India
,,VAISHNAV DEVI CIRCLE S.G. HIGHWAY,,AHMEDABAD,GJ,382421,India
,,,,KUMUDAVALLI,AP,534210,India
A-40,STRIAL AREA MANGOLPURI,,B MANGOLPURI INDUSTRIAL AREA MANGOLPURI PHASE,DELHI,DL,110040,India
T-1901,"RDEN ESTATE, STATE",,GAUTAM BUDDHA NAGAR,NOIDA,UP,201310,India
,,,,VIJAYAPURA,KA,586101,India
40,,,,ONGOLE,AP,523272,India
2414,"ROAD, ST FLOOR",,,SURAT,GJ,395002,India
D-2,"ROAD, STATE",MACDONALD,,MUMBAI,MH,400092,India
43,,,PLOT NO.  GIDC PHASE,BHARUCH,GJ,392015,India
,ROAD,,,BANGALORE,KA,560064,India
18,,,S NO  MIDCD INDUSTRIAL ARE WALUJ CHHATRAPATI SAMBHAJINAGAR CHHATRAPATI SAMBHAJINAGAR CHHATRAPATI SAMBHAJINAGAR,CHHATRAPATI SAMBHAJINAGAR,MH,431133,India
46,,,,BULANDSHAHAR,UP,203131,India
,RDAN,CHANOD GATE CHANOD MD VAPI IN-GJ IN 396195,,VAPI,GJ,396195,India
,,,AATMARAM NAGAR,BADLAPUR,MH,421503,India
8/375,RD NO. 8,,B.C COLONY,ANANTAPUR,AP,515401,India
194/2,ROAD GANDHINAGAR (INDORE),,SUPER CORRIDOR ROAD GANDHINAGAR,INDORE,MP,453112,India
1862,"RDHA, ST FLOOR, LANE",,,BHUBANESWAR,OD,751006,India
28/338,ROAD NR KAISHI COLLEGE,,,OSMANABAD,MH,413501,India
7,,,BLOCK - E-3 MODEL TOWN,NEW DELHI,DL,110009,India
,,FUN REPUBLIC,,MUMBAI,MH,400053,India
,,,,THIRUVANANTHAPURAM,KL,695564,India
,,,,SAGAR,MP,470113,India
1362,ROAD,NILKAMAL PARK,,KHEDA,GJ,388440,India
305A,STREET,,,KOLKATA,WB,700001,India
,,,,BHILWARA,RJ,311001,India
57,ROAD,,DUNDAS BHAVNAGAR,BHAVNAGAR,GJ,364290,India
879/1B,,,,COIMBATORE,TN,641697,India
,,,,MEHSANA,GJ,384002,India
276,,,BIBINAGAR,NALGONDA,TS,508126,India
R-2,,,,MUMBAI,MH,400002,India
60,ROAD,,DADRA AND NAGAR,DADRA AND NAGAR HAVELI,DH,396230,India
1-98/V/G-4KRITHIKA,,,,HYDERABAD,TS,500081,India
407,,,,BANGALORE,KA,560067,India
,,,PHD HOUSE 4/2,NEW DELHI,DL,110016,India
249,ST KAMMAGUDEM VILLAGE,,,HYDERABAD,TS,501510,India
199/P2,,,,RAICHUR,KA,584101,India
D-6,,,ANDHRA VIZIANAGAR,VISAKHAPATNAM,AP,530045,India
691,,,,BANKURA,WB,722151,India
,SECTOR - 65,,GAUTAM BUDH NAGAR,GAUTAM BUDH NAGAR,UP,201301,India
,,,BANK COLONY,JALANDHAR,PB,144003,India
19,,,WARD NO.  TARANAGAR,CHURU,RJ,331304,India
C-3,STREET,,,NELLORE,AP,524002,India
,,,,BARDHAMAN,WB,713103,India
B-5,,,,NEW DELHI,DL,110035,India
,,,,COIMBATORE,TN,641006,India
,,,,FATEHABAD,HR,125050,India
13/1,ROAD,COMFORT ZONE CHS PUNE IN-MH IN 411045,,PUNE,MH,411045,India
,,,,ASANSOL,WB,713362,India
B-3,RDHAMAN RESIDENCY,,CHHATRAPATI SAMBHAJI NAGAR,AURANGABAD,MH,431009,India
77,"RD CROSS, CROSS",,,BANGALORE,KA,560025,India
,ROAD MITANA TO PADADHRI ROAD,,,RAJKOT,GJ,363650,India
95,"RDEN CITY, ST",,,MUMBAI,MH,400063,India
,,,,DELHI,DL,110001,India
,,,,VADODARA,GJ,390003,India
1544/1545,,,,A KADI,GJ,382715,India
1709,,,SECOND,MEHSANA,GJ,382715,India
,ST FLOOR SRI AMMAN COMPLEX,,CHEMICAL NAGAR,SALEM,TN,637301,India
,ST FLOOR,GURDWARA AMEERPET HYDERABAD IN-TS IN 500016,KVR ENCLAVE,HYDERABAD,TS,500016,India
,"ROAD OPP. LAXMI INDUSTRIAL EST, STRIAL EST",,,MUMBAI,MH,400053,India
,ROAD,,,LUDHIANA,PB,141401,India
3-6-38/3,,,PLOT NO. 470 VIVEKANANADA NAGAR COLONY,HYDERABAD,TS,500072,India
,,,APMC MARKET-I PHASE,NAVI MUMBAI,MH,400705,India
D-502,RDEN,,,MUMBAI,MH,400012,India
,"STATE, LANE",,,MUMBAI,MH,400010,India
30,"ROAD, RD FLOOR",,,KOLKATA,WB,700001,India
45,ROAD,,,GUNA,MP,473002,India
46/4,ROAD,,PUNE NAGAR,PUNE,MH,411014,India
232,"ROAD, RDHA",,,WARDHA,MH,442301,India
,,,,BALANGIR,OD,767032,India
,,,,MELORAM,KL,685532,India
2,,,GATE NO- DEFENCE COLONY,DELHI,DL,110024,India
C-9,,,,DELHI,DL,110053,India
,ROAD LAJPAT,,LINK ROAD LAJPAT NAGAR,DELHI,DL,110024,India
,STREET,,RAVIPRAKASH NAGAR,NANDIGAMA,AP,521185,India
,ROAD,ALLAHABAD BANK DINDIGUL IN-TN IN 624001,R.M. COLONY,ALLAHABAD,TN,624001,India
60,,,,BENGALURU,KA,562110,India
126,,DLF QUTAB ENCLAVE COMPLEX,OFFICE NO.  SHOPPING MALL BUILDING DLF QUTAB ENCLAVE,GURGAON,HR,122001,India
1118,,,,KHEDA,GJ,387540,India
,,,,BHARUCH,GJ,392011,India
,,,,HASSAN,KA,573201,India
,STRIAL AREA,,PHASE,NEW DELHI,DL,110064,India
,,,AWADHPURI COLONY AZAD NAGAR,PATNA,BR,800011,India
,,,,PUNE,MH,411006,India
306,SECTOR 18 VASHI NEW MUMBAI THANE MUMBAI IN-MH IN 400705,,SECTOR 18 VASHI NEW MUMBAI THANE MUMBAI IN-MH IN 400705,MUMBAI,MH,400705,India
,ROAD,,JASWANT NAGAR,ETAWAH,UP,206245,India
,,,,DELHI,DL,110034,India
R-7,ROAD,NEHRU CENTRE TRANSIT CAMP,,MUMBAI,MH,400018,India
273,ROAD NO 78 JUBILEE HILLS,,,HYDERABAD,TS,500033,India
,,,,MAMIDIKUDURU MANDAL,AP,533248,India
05,,,,HISAR,HR,125052,India
,,,,BULANDSHAHR,UP,203001,India
,,SATYAMEV ELYSIYM SOLA,,AHMEDABAD,GJ,380060,India
,,,,TEZPUR,AS,784001,India
H-31,ROAD N,BY DUNDA CHOWK PY PASS ROAD N,CHANDAN NAGAR,PURNEA,BR,854326,India
,"ROAD, CROSS ROAD",,,MUMBAI,MH,400002,India
,,,ENGINEERS COLONY,HYDERABAD,TS,500038,India
37,,,,SATARA,MH,415004,India
2/3/4,ST DELHI,PP NO 505,H NO  VIKASH ENCLAVE RANAJI ENCLAVE,DELHI,DL,110043,India
,,,,PRODDATUR,AP,516360,India
,STRIES,,,GONDIA,MH,441614,India
,ROAD COIMBATORE,,,COIMBATORE,TN,641002,India
,,MAHESH KI BAGIA SURYA NAGAR DABRA IN-MP IN 475110,BEHIND MAHESH KI BAGIA SURYA NAGAR,DABRA,MP,475110,India
14,ST,,,THANE,MH,401303,India
,,,,DELHI,DL,110019,India
,RD,,,TINSUKIA,AS,786146,India
B-19,,,,SURAT,GJ,394410,India
3/495/1,,,,COIMBATORE,TN,641668,India
H-03,,,GAUTAMBUDDHA NAGAR,NOIDA,UP,201310,India
,ROAD,,,DEESA,GJ,385535,India
,,,,KANPUR,UP,208001,India
54,,RELIANCE PETROL PUMP MUMBAI - PUNE BEH,,MUMBAI,MH,412106,India
,,,,RAJKOT,GJ,360005,India
101,,,MOTI NAGAR,MEDCHEL,TS,500018,India
,,,,T JALANDHAR ADAMPUR IN-PB IN 144102,PB,144102,India
,SECTOR 1,TRIMANDIR ADALAJ GANDHINAGAR IN-GJ IN 382421,NEAR TRIMANDIR ADALAJ GANDHINAGAR,GANDHINAGAR,GJ,382421,India
,,,,CHENNAI,TN,600032,India
121/F,,PARK DELHI IN-DL IN 110012,,DELHI,DL,110012,India
6,,,PHASE- 1,BANGALORE,KA,560037,India
176/13,RD,,,NAGPUR,MH,440008,India
,,HEALTH CENTRE,,THIRUVANANTHAPURAM,KL,695029,India
,ROAD,,,SANGLI,MH,415311,India
,RDE RESIDENCES FLT AP02,,,PUNE,MH,411006,India
29,ROAD,,T. NAGAR,CHENNAI,TN,600017,India
,ROAD,,,BHOPAL,,462038,India
194,,,,SONIPAT,,131001,India
,STRIAL AREA,,4TH PHASE,BARMER,RJ,344022,India
,,,,KURNOOL,AP,518005,India
4,STATION,,,COIMBATORE,TN,641019,India
,"ROAD, ST FLOOR, STAND UNIVERSITY ROAD",JANKI COMPLEX RAJKOT IN-GJ IN 360005,,RAJKOT,GJ,360005,India
36,"RDHANI, ROAD",,KARDHANI ENCLAVE,JAIPUR,RJ,302012,India
,RDO,,,KAMRUP,AS,781101,India
98,ROAD,,SABAR KANTHA HIMATNAGAR,HIMATNAGAR,GJ,383120,India
S-13,,,,NEW DELHI,,110048,India
171/72,"ROAD, ST FLOOR",,,CHENNAI,,600010,India
2/20,,,,CHENNAI,,600018,India
,,,,ERNAKULAM,,682031,India
,ROAD,ALLAHABAD BANK JHUNSI PRAYAGRAJ IN 211019,,ALLAHABAD,,211019,India
,ROAD 1,BHIMESWARA SWAMY TEMPLE,,BHIMAVARAM,AP,534201,India
152/1,,,KALBHOR NAGAR,PUNE,,411019,India
,ROAD,,,KHANDWA,,450001,India
,,,,BARUIPUR,,743372,India
,,,,MUMBAI,MH,400018,India
,,,,KARNATAKA SANDUR IN 583119,,583119,India
,,,,KOLKATA,,700012,India
A-082,,,PHI-03,NOIDA,,201308,India
14,"ROAD SAKTI, RD NO  SAKTI, ST FLOOR",,,SAKTI,,495689,India
24,,,,RAISEN,MP,464551,India
C-121,ROAD,MAMA KA HOTEL,JAWAHAR NAGAR,JAIPUR,RJ,302004,India
,,,9 B 583 RAMNAGAR,MUMBAI,MH,400052,India
11,,,,CHENNAI,TN,600034,India
5443/1,,,,PUDUKKOTTAI,TN,622001,India
313,,,,PUDUCHERRY,PY,605001,India
21,"ROAD, ST FLOOR",,,BANGALORE,,560027,India
C-27,,,,MUMBAI,MH,400051,India
12,,,,KORBA,,495677,India
,,,,CHANDIGARH,CH,160002,India
,,,,BARDHAMAN,,713424,India
,,BSNL STORE NEW INDUSTRIAL AREA RAJASTHAN JODHPUR IN 342001,,JODHPUR,,342001,India
,,,,MUMBAI,,400004,India
,STI,,SECUNDERABAD IN 500003,SECUNDERABAD,,500003,India
1686,STATION,,,BURHAR,,484116,India
198/1,STAR,,PHALE WEST PALGHAR IN-MH IN 401102,PALGHAR,MH,401102,India
198/1/A,STOP,,,PUNE,MH,401102,India
,,,,ERNAKULAM,KL,683574,India
,,HANUMAN MANDIR,,RANCHI,,834009,India
,,,RAILWAY COLONY NAU PUKHURI RAILWAY COLONY,TINSUKIA,AS,786125,India
,STADIUM BALEWADI,CHHATRAPATI SHIVAJI STADIUM BALEWADI,,PUNE,MH,411045,India
,ROAD,,,KOLKATA,,700017,India
246,,,,DELHI,,110025,India
8,,POWER HOUSE NUTAN NAGAR,NEAR POWER HOUSE NUTAN NAGAR,BHAVNAGAR,,364290,India
9,STIGE DREAM VALLEY,,,HYDERABAD,TS,500052,India
382,ROAD,,,NALGONDA,TS,508247,India
156-158,,,PLOT NO.  J.B. NAGAR,MUMBAI,MH,400099,India
404/3,,,,ANKLESHWAR,GJ,393002,India
,,,,GHAZIABAD,UP,201010,India
G-84,ROAD,,,KISHANGARH,RJ,305801,India
,,,,MIRZAPUR,UP,231210,India
,ROAD,,LAHORI NAGAR,LAKHIMPUR KHERI,,262701,India
,,,,DELHI,DL,110006,India
,,,,HISAR,HR,125033,India
C-160,ST FLOOR,,MAYA PURI PHASE,DELHI,DL,110064,India
,,,,SRIKAKULAM,AP,532440,India
